id,title,release_year,tags
10483,Death Race,2008,terminal island new york 2020 overcrowding in the us penal system has reached a breaking point prisons have been turned over to a monolithic weyland corporation which sees jails full of thugs as an opportunity for televised sport adrenalized inmates a global audience hungry for violence and a spectacular enclosed arena come together to form the death race the biggest most brutal event action thriller sciencefiction car race dystopia matter of life and death prison guard car set on fire escape from prison exploding building vehicle combat car crash violence jasonstatham joanallen ianmcshane tyresegibson nataliemartinez paulw.s.anderson millennium
11412,The Long Kiss Goodnight,1996,samantha caine suburban homemaker is the ideal mom to her 8 year old daughter caitlin she lives in honesdale pa has a job teaching school and makes the best rice krispie treats in town but when she receives a bump on her head she begins to remember small parts of her previous life as a lethal topsecret agent crime action mystery thriller assassination amnesia hostage chase dark comedy teacher escape single mother timebomb candlelight vigil rogue agent street shootout ex cia agent christmas parade geenadavis samuell.jackson yvonnezima craigbierko tomamandes rennyharlin modern
11983,Proof of Life,2000,alice hires a professional negotiator to obtain the release of her engineer husband who has been kidnapped by antigovernment guerrillas in south america action adventure drama romance thriller hostage new love suspense agent megryan russellcrowe davidmorse pamelareed davidcaruso taylorhackford millennium
6795,Zathura: A Space Adventure,2005,after their father is called into work two young boys walter and danny are left in the care of their teenage sister lisa and told they must stay inside walter and danny who anticipate a boring day are shocked when they begin playing zathura a spacethemed board game which they realize has mystical powers when their house is shot into space with the help of an astronaut the boys attempt to return home family fantasy sciencefiction adventure adventure house alien giant robot outer space astronaut jonahbobo joshhutcherson daxshepard kristenstewart timrobbins jonfavreau millennium
550,Fight Club,1999,a tickingtimebomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy their concept catches on with underground fight clubs forming in every town until an eccentric gets in the way and ignites an outofcontrol spiral toward oblivion drama support group dual identity nihilism rage and hate insomnia dystopia violence edwardnorton bradpitt meatloaf jaredleto helenabonhamcarter davidfincher modern
11170,We Are Marshall,2006,when a plane crash claims the lives of members of the marshall university football team and some of its fans the teams new coach and his surviving players try to keep the football program alive drama american football 1970s trainer college sport matthewmcconaughey matthewfox anthonymackie davidstrathairn ianmcshane mcg millennium
9292,Hudson Hawk,1991,eddie hawkins called hudson hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly but then the crazy mayflower couple blackmail him to steal some of the works of leonardo da vinci if he refuses they threaten to kill his friend tommy action adventure comedy vatican leonardo da vinci painting master thief brucewillis dannyaiello andiemacdowell jamescoburn richarde.grant michaellehmann modern
10783,Lucky Numbers,2000,russ richards is a tv weatherman and local celebrity on the verge of losing his shirt desperate to escape financial ruin he schemes with crystal the tv stations lotto ball girl to rig the state lottery drawing the numbers come up right but everything else goes wrong as the plan starts to unravel and the game turns rough action adventure comedy crime romance thriller weather forecast tv station weather lottery wettermann debt woman director johntravolta lisakudrow timroth edo'neill michaelrapaport noraephron millennium
100241,"I, Frankenstein",2014,200 years after his shocking creation dr frankensteins creature adam still walks the earth but when he finds himself in the middle of a war over the fate of humanity adam discovers he holds the key that could destroy humankind horror thriller soul queen anti hero fantasy prince supernatural frankenstein good vs evil gargoyles fighting demon dark imax 3d aaroneckhart yvonnestrahovski billnighy jaicourtney mirandaotto stuartbeattie recent
257,Oliver Twist,2005,oliver twist the modern filmed version of charles dickens bestseller a roman polanski adaptation the classic dickens tale where an orphan meets a pickpocket on the streets of london from there he joins a household of boys who are trained to steal for their master crime drama family london england child abuse street gang runaway child labour children's home orphanage thief violence good and bad child barneyclark benkingsley jamieforeman harryeden edwardhardwicke romanpolanski millennium
